m1,m2,n,obs,null,excess,acc_min,same_provider
meta_llama-3.1-70b-instruct-turbo,qwen_qwen1.5-7b,428,0.530373831775701,0.5580402433068736,-0.027666411531172705,0.5407813570939,False
meta_llama-3.1-70b-instruct-turbo,qwen_qwen2.5-72b-instruct-turbo,293,0.6928327645051194,0.5657032638110734,0.1271295006940461,0.7998629198080878,False
meta_llama-3.1-70b-instruct-turbo,writer_palmyra-x-v3,379,0.6596306068601583,0.5662773445017744,0.0933532623583839,0.7093899931459904,False
meta_llama-3.1-8b-instruct-turbo,microsoft_phi-3-medium-4k-instruct,452,0.4823008849557522,0.549560910704196,-0.06726002574844381,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,mistralai_mistral-7b-v0.1,681,0.47283406754772395,0.5705855036769779,-0.09775143612925392,0.4986291980808773,False
meta_llama-3.1-8b-instruct-turbo,mistralai_mistral-large-2407,410,0.44390243902439025,0.5507913356371036,-0.10688889661271332,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,openai_gpt-3.5-turbo-0125,663,0.2669683257918552,0.5406996891159783,-0.2737313633241231,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,openai_gpt-4o-2024-08-06,349,0.4040114613180516,0.5408980465570722,-0.13688658523902067,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,openai_gpt-4o-mini-2024-07-18,581,0.33390705679862304,0.5557498344073216,-0.22184277760869855,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,qwen_qwen1.5-7b,655,0.3190839694656489,0.5504121862271842,-0.2313282167615354,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,qwen_qwen2.5-72b-instruct-turbo,366,0.453551912568306,0.530252077202415,-0.076700164634109,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,writer_palmyra-x-v3,511,0.33463796477495106,0.5566377762907067,-0.2219998115157556,0.5092529129540782,False
microsoft_phi-3-medium-4k-instruct,mistralai_mistral-7b-v0.1,427,0.5058548009367682,0.565813436983346,-0.059958636046577814,0.4986291980808773,False
microsoft_phi-3-medium-4k-instruct,mistralai_mistral-large-2407,341,0.6480938416422287,0.5634616011707608,0.0846322404714679,0.7268677176148046,False
microsoft_phi-3-medium-4k-instruct,openai_gpt-3.5-turbo-0125,473,0.53276955602537,0.5412222237959089,-0.008452667770538868,0.570938999314599,False
microsoft_phi-3-medium-4k-instruct,openai_gpt-4o-2024-08-06,300,0.6433333333333333,0.5617505920005922,0.0815827413327412,0.7268677176148046,False
microsoft_phi-3-medium-4k-instruct,openai_gpt-4o-mini-2024-07-18,428,0.647196261682243,0.5528868423281564,0.09430941935408657,0.6665524331734064,False
microsoft_phi-3-medium-4k-instruct,qwen_qwen1.5-7b,462,0.564935064935065,0.5317965060722695,0.03313855886279542,0.5407813570939,False
microsoft_phi-3-medium-4k-instruct,qwen_qwen2.5-72b-instruct-turbo,313,0.6900958466453674,0.5411734404803081,0.14892240616505925,0.7268677176148046,False
microsoft_phi-3-medium-4k-instruct,writer_palmyra-x-v3,402,0.5920398009950248,0.5535563799634318,0.03848342103159314,0.7093899931459904,False
mistralai_mistral-7b-v0.1,mistralai_mistral-large-2407,404,0.5222772277227723,0.5507083668808145,-0.028431139158042195,0.4986291980808773,True
mistralai_mistral-7b-v0.1,openai_gpt-3.5-turbo-0125,764,0.5706806282722513,0.5150549333891644,0.055625694883086864,0.4986291980808773,False
mistralai_mistral-7b-v0.1,openai_gpt-4o-2024-08-06,334,0.4491017964071856,0.5547537420115789,-0.1056519456043933,0.4986291980808773,False
mistralai_mistral-7b-v0.1,openai_gpt-4o-mini-2024-07-18,693,0.5526695526695526,0.5161495494574183,0.03652000321213431,0.4986291980808773,False
mistralai_mistral-7b-v0.1,qwen_qwen1.5-7b,782,0.6112531969309463,0.5236306453020754,0.08762255162887092,0.4986291980808773,False
mistralai_mistral-7b-v0.1,qwen_qwen2.5-72b-instruct-turbo,332,0.5150602409638554,0.5552966783787127,-0.04023643741485729,0.4986291980808773,False
mistralai_mistral-7b-v0.1,writer_palmyra-x-v3,582,0.49828178694158076,0.5309258840940723,-0.032644097152491454,0.4986291980808773,False
mistralai_mistral-large-2407,openai_gpt-3.5-turbo-0125,433,0.4942263279445728,0.5424788346945665,-0.0482525067499937,0.570938999314599,False
mistralai_mistral-large-2407,openai_gpt-4o-2024-08-06,304,0.6118421052631579,0.5632792431167043,0.04856286214645357,0.7875257025359835,False
mistralai_mistral-large-2407,openai_gpt-4o-mini-2024-07-18,372,0.5618279569892473,0.5571654577940156,0.004662499195231683,0.6665524331734064,False
mistralai_mistral-large-2407,qwen_qwen1.5-7b,408,0.4950980392156863,0.540319408020533,-0.045221368804846784,0.5407813570939,False
mistralai_mistral-large-2407,qwen_qwen2.5-72b-instruct-turbo,327,0.6697247706422018,0.5575379178994939,0.1121868527427079,0.7875257025359835,False
mistralai_mistral-large-2407,writer_palmyra-x-v3,341,0.5513196480938416,0.5628925943886948,-0.01157294629485312,0.7093899931459904,False
openai_gpt-3.5-turbo-0125,openai_gpt-4o-2024-08-06,406,0.4975369458128079,0.5236756522186762,-0.02613870640586826,0.570938999314599,True
openai_gpt-3.5-turbo-0125,openai_gpt-4o-mini-2024-07-18,787,0.6429479034307497,0.5043327844748764,0.1386151189558733,0.570938999314599,True
openai_gpt-3.5-turbo-0125,qwen_qwen1.5-7b,856,0.6436915887850467,0.5001981747102685,0.14349341407477825,0.5407813570939,False
openai_gpt-3.5-turbo-0125,qwen_qwen2.5-72b-instruct-turbo,383,0.556135770234987,0.5209920670295424,0.035143703205444604,0.570938999314599,False
openai_gpt-3.5-turbo-0125,writer_palmyra-x-v3,659,0.6509863429438544,0.4943638831637579,0.15662245978009645,0.570938999314599,False
openai_gpt-4o-2024-08-06,openai_gpt-4o-mini-2024-07-18,422,0.6800947867298578,0.5383558222077809,0.141738964522077,0.6665524331734064,True
openai_gpt-4o-2024-08-06,qwen_qwen1.5-7b,382,0.5,0.5222395008235784,-0.02223950082357838,0.5407813570939,False
openai_gpt-4o-2024-08-06,qwen_qwen2.5-72b-instruct-turbo,295,0.6983050847457627,0.537642700160148,0.16066238458561471,0.8159698423577793,False
openai_gpt-4o-2024-08-06,writer_palmyra-x-v3,366,0.5628415300546448,0.5295484891193668,0.03329304093527797,0.7093899931459904,False
openai_gpt-4o-mini-2024-07-18,qwen_qwen1.5-7b,769,0.6397919375812744,0.4976749431331389,0.14211699444813547,0.5407813570939,False
openai_gpt-4o-mini-2024-07-18,qwen_qwen2.5-72b-instruct-turbo,363,0.6391184573002755,0.5407757032574729,0.09834275404280253,0.6665524331734064,False
openai_gpt-4o-mini-2024-07-18,writer_palmyra-x-v3,635,0.5984251968503937,0.4980434423278333,0.10038175452256039,0.6665524331734064,False
qwen_qwen1.5-7b,qwen_qwen2.5-72b-instruct-turbo,356,0.5786516853932584,0.5313192168053112,0.047332468587947193,0.5407813570939,True
qwen_qwen1.5-7b,writer_palmyra-x-v3,655,0.5450381679389313,0.5050184044207157,0.04001976351821564,0.5407813570939,False
qwen_qwen2.5-72b-instruct-turbo,writer_palmyra-x-v3,329,0.6443768996960486,0.5361487950518414,0.10822810464420721,0.7093899931459904,False
